latitude,longitude,description,location,name,category,type,timestamp,color
9.9701,10.3245,Illum Illo Q,Tempora Cumque,Tempora,Corrupt,1,07/01/2009 10:04:06,green
-3.8475,-64.7732,Ullam Offi,Sit At,Nihil,Corrupt,3,06/05/2011 15:32:32,yellow
30.8374,12.8624,Aliqua Totam,Perferendis Incidunt Deserunt,Sint,Corrupt,2,05/03/2009 04:35:53,yellow
28.7056,10.1679,Soluta,Minus Officia Facere,Tempora,Corrupt,1,07/03/2004 23:00:45,black
14.2387,-60.7884,Ullam Offi,Non Dolorem Qui,Iure,Corrupt,2,11/30/2003 02:49:55,yellow
5.4509,-52.8695,Soluta,Sit At,Qui,Corrupt,3,07/03/2004 23:00:45,grey
-4.8537,20.4572,Soluta,Non Dolorem Qui,Asperiores,Corrupt,1,10/09/2009 04:06:01,black
7.9199,-31.6905,Ullam Offi,Sit At,Corrupti Minus,Corrupt,2,06/05/2011 15:32:32,purple
8.1266,-47.2622,Ullam Offi,Voluptas Aliquid Eaque,Voluptas,Corrupt,1,06/05/2011 15:32:32,white
28.3673,16.566,Voluptatem Ni,Nostrud Autem,Asperiores,Corrupt,2,07/03/2004 23:00:45,black
14.5838,-43.0884,Soluta,Tempora Cumque,Et,Corrupt,1,10/09/2009 04:06:01,purple
7.9199,11.8701,Illum Illo Q,Perferendis Incidunt Deserunt,Consequ,Corrupt,3,04/03/2004 07:53:11,blue
-23.2474,-16.1816,Ullam Offi,Perferendis Incidunt Deserunt,Suscipit Esse,Corrupt,2,05/03/2009 04:35:53,orange
-18.2422,-33.6692,Voluptatem Ni,Minus Officia Facere,Asperiores,Corrupt,3,04/03/2004 07:53:11,blue
16.7832,-61.4956,Soluta,Minus Officia Facere,Aut,Corrupt,3,12/10/2005 20:04:40,red
34.7535,27.2374,Illum Illo Q,Perferendis Incidunt Deserunt,Nihil,Corrupt,2,11/30/2003 02:49:55,purple
-28.5121,-47.2622,Voluptatem Ni,Perferendis Incidunt Deserunt,Doloremque Consequat,Corrupt,3,06/05/2011 15:32:32,black
-10.3365,16.1616,Voluptatem Ni,Nostrud Autem,Similique Laborum,Corrupt,2,05/03/2009 04:35:53,green
17.2921,27.2374,Voluptatem Ni,Non Dolorem Qui,Consequ,Corrupt,2,07/03/2004 23:00:45,white
23.9207,-10.3848,Ullam Offi,Sit At,Asperiores,Corrupt,3,12/10/2005 20:04:40,red
27.1105,-21.7147,Soluta,Non Dolorem Qui,Dolorem,Corrupt,3,04/03/2004 07:53:11,black
-22.4052,-70.2099,Voluptatem Ni,Minus Officia Facere,Tempora,Corrupt,2,06/05/2011 15:32:32,purple
28.3673,-17.2923,Soluta,Saepe Sit,Iure,Corrupt,3,07/01/2009 10:04:06,blue
38.4816,11.8701,Ullam Offi,Tempora Cumque,Dolorem,Corrupt,2,05/03/2009 04:35:53,blue
38.1624,25.2909,Aliqua Totam,Nostrud Autem,Iure,Corrupt,2,11/30/2003 02:49:55,purple
-23.4065,16.7911,Ullam Offi,Minus Officia Facere,Cupidatat,Corrupt,1,10/09/2009 04:06:01,blue
28.3673,-43.0884,Illum Illo Q,Perferendis Incidunt Deserunt,Iure,Corrupt,2,05/03/2009 04:35:53,orange
30.8761,-71.9129,Ullam Offi,Voluptas Aliquid Eaque,Dolorem,Corrupt,3,04/03/2004 07:53:11,blue
-10.0924,25.2909,Illum Illo Q,Perferendis Incidunt Deserunt,Sint,Corrupt,3,12/10/2005 20:04:40,green
-4.3798,-36.1478,Ullam Offi,Nostrud Autem,Voluptas,Corrupt,2,12/10/2005 20:04:40,green
6.9418,16.566,Voluptatem Ni,Ad Non Rem,Accusa,Corrupt,1,04/03/2004 07:53:11,orange
-25,10.1679,Voluptatem Ni,Veniam Ab,Dolorem,Corrupt,3,07/03/2004 23:00:45,red
-14.5452,-74.0056,Voluptatem Ni,Tempora Cumque,Aut,Corrupt,2,11/06/2004 18:15:12,green
-28.7364,29.4411,Soluta,Tempora Cumque,Quisqua,Corrupt,3,12/10/2005 20:04:40,purple
5.535,-16.4551,Voluptatem Ni,Perferendis Incidunt Deserunt,Similique Laborum,Corrupt,2,10/09/2009 04:06:01,purple
8.6827,16.7911,Voluptatem Ni,Minus Officia Facere,Nulla Omnis,Corrupt,2,11/30/2003 02:49:55,red
-8.524,27.2374,Aliqua Totam,Sit At,Iure,Corrupt,3,07/03/2004 23:00:45,white
30.8374,-70.2099,Soluta,Voluptas Aliquid Eaque,Quisqua,Corrupt,2,11/06/2004 18:15:12,white
-7.5187,-17.2923,Aliqua Totam,Voluptas Aliquid Eaque,Et,Corrupt,3,12/10/2005 20:04:40,orange
27.7434,-42.6451,Voluptatem Ni,Voluptas Aliquid Eaque,Doloremque Consequat,Corrupt,2,07/01/2009 10:04:06,green
8.4178,-36.7185,Soluta,Perferendis Incidunt Deserunt,Nihil,Corrupt,3,02/21/2007 00:05:52,blue
37.0659,-53.6841,Voluptatem Ni,Nostrud Autem,Nulla Ab,Corrupt,1,04/03/2004 07:53:11,white
14.2387,13.9744,Ullam Offi,Ad Non Rem,Quisqua,Corrupt,2,12/10/2005 20:04:40,blue
-14.6085,-58.233,Ullam Offi,Veniam Ab,Doloremque Consequat,Corrupt,2,07/01/2009 10:04:06,white
-14.6085,-79.0721,Ullam Offi,Non Dolorem Qui,Proiden,Corrupt,2,06/05/2011 15:32:32,blue
7.7062,13.3237,Aliqua Totam,Voluptas Aliquid Eaque,Sint,Corrupt,1,07/01/2009 10:04:06,yellow
8.4178,-5.6457,Soluta,Sit At,Quisquam Proiden,Corrupt,3,10/09/2009 04:06:01,blue
-2.4399,-65.4738,Ullam Offi,Perferendis Incidunt Deserunt,Iure,Corrupt,3,02/21/2007 00:05:52,purple
6.3545,10.1679,Ullam Offi,Voluptas Aliquid Eaque,Qui,Corrupt,3,10/09/2009 04:06:01,red
21.3363,-3.5115,Voluptatem Ni,Minus Officia Facere,Reprehen,Corrupt,1,05/03/2009 04:35:53,black
23.9207,13.9744,Soluta,Veniam Ab,Asperiores,Corrupt,3,11/30/2003 02:49:55,black
28.7056,-5.6457,Soluta,Veniam Ab,Aut,Corrupt,1,04/03/2004 07:53:11,blue
38.7232,-24.5359,Illum Illo Q,Tempora Cumque,Et,Corrupt,2,07/03/2004 23:00:45,grey
22.8295,-33.6692,Soluta,Sit At,Tempora,Corrupt,3,07/01/2009 10:04:06,green
5.535,11.8701,Ullam Offi,Voluptas Aliquid Eaque,Voluptas,Corrupt,3,05/03/2009 04:35:53,black
31.2898,-3.5115,Ullam Offi,Sit At,Nihil,Corrupt,2,07/03/2004 23:00:45,orange
2.535,-69.4432,Soluta,Nostrud Autem,Corrupti Minus,Corrupt,1,06/05/2011 15:32:32,black
2.535,-47.2622,Aliqua Totam,Saepe Sit,Sint,Corrupt,2,11/06/2004 18:15:12,red
-24.631,2.2868,Illum Illo Q,Voluptas Aliquid Eaque,Nihil,Corrupt,2,10/09/2009 04:06:01,purple
9.9701,-47.6564,Ullam Offi,Nostrud Autem,Quisqua,Corrupt,2,04/03/2004 07:53:11,green
-2.7335,-44.494,Soluta,Voluptas Aliquid Eaque,Nulla Omnis,Corrupt,3,07/03/2004 23:00:45,green
-2.4399,-21.7147,Ullam Offi,Non Dolorem Qui,Cupidatat,Corrupt,3,10/09/2009 04:06:01,blue
-18.3618,-36.1478,Aliqua Totam,Sit At,Iure,Corrupt,3,05/03/2009 04:35:53,green
-18.2631,-24.5359,Illum Illo Q,Perferendis Incidunt Deserunt,Nulla Ab,Corrupt,2,11/30/2003 02:49:55,green
27.1105,9.3423,Aliqua Totam,Perferendis Incidunt Deserunt,Qui,Corrupt,2,07/01/2009 10:04:06,red
-25,-46.2304,Voluptatem Ni,Ad Non Rem,Nihil,Corrupt,2,07/01/2009 10:04:06,yellow
22.8295,-59.7271,Ullam Offi,Tempora Cumque,Similique Laborum,Corrupt,3,11/06/2004 18:15:12,black
-2.7335,-46.2304,Ullam Offi,Perferendis Incidunt Deserunt,Dicta Vel,Corrupt,3,04/03/2004 07:53:11,red
34.1292,-57.7194,Ullam Offi,Non Dolorem Qui,Consequ,Corrupt,3,10/09/2009 04:06:01,orange
31.6711,-31.6905,Soluta,Non Dolorem Qui,Doloremque Consequat,Corrupt,1,07/01/2009 10:04:06,white
36.873,-43.0884,Ullam Offi,Nostrud Autem,Doloremque Consequat,Corrupt,2,07/03/2004 23:00:45,blue
-18.3618,-17.2923,Illum Illo Q,Voluptas Aliquid Eaque,Sint,Corrupt,3,06/05/2011 15:32:32,orange
23.8965,-29.8229,Soluta,Perferendis Incidunt Deserunt,Qui,Corrupt,1,04/03/2004 07:53:11,green
-8.524,-17.2923,Soluta,Non Dolorem Qui,Consequ,Corrupt,2,04/03/2004 07:53:11,grey
-9.9126,-47.2622,Aliqua Totam,Tempora Cumque,Proiden,Corrupt,3,11/30/2003 02:49:55,orange
-7.0704,-66.0967,Soluta,Voluptas Aliquid Eaque,Doloremque Consequat,Corrupt,3,07/01/2009 10:04:06,black
28.7056,-29.8229,Aliqua Totam,Perferendis Incidunt Deserunt,Consequ,Corrupt,2,10/09/2009 04:06:01,yellow
21.3363,-13.5761,Voluptatem Ni,Voluptas Aliquid Eaque,Iure,Corrupt,2,10/09/2009 04:06:01,purple
37.0798,-71.9129,Aliqua Totam,Perferendis Incidunt Deserunt,Dolorem,Corrupt,1,07/01/2009 10:04:06,green
-2.0074,-36.1478,Soluta,Perferendis Incidunt Deserunt,Dicta Vel,Corrupt,2,11/30/2003 02:49:55,purple
23.2942,-64.7732,Ullam Offi,Minus Officia Facere,Qui,Corrupt,2,11/06/2004 18:15:12,purple
-24.631,-31.6905,Illum Illo Q,Veniam Ab,Aut,Corrupt,2,11/06/2004 18:15:12,black
-14.5452,27.7702,Soluta,Perferendis Incidunt Deserunt,Proiden,Corrupt,3,11/30/2003 02:49:55,blue
5.4509,13.1032,Soluta,Veniam Ab,Tempora,Corrupt,1,10/09/2009 04:06:01,yellow
-10.2952,16.7911,Soluta,Non Dolorem Qui,Aut,Corrupt,1,05/03/2009 04:35:53,blue
14.7463,-24.7056,Illum Illo Q,Minus Officia Facere,Tempora,Corrupt,1,11/30/2003 02:49:55,purple
27.1105,-13.5761,Soluta,Nostrud Autem,Asperiores,Corrupt,1,07/03/2004 23:00:45,blue
-23.4065,-10.3848,Illum Illo Q,Sit At,Asperiores,Corrupt,1,07/03/2004 23:00:45,red
28.7056,-52.8695,Soluta,Nostrud Autem,Proiden,Corrupt,1,07/03/2004 23:00:45,purple
27.7434,-16.1816,Aliqua Totam,Non Dolorem Qui,Sequi,Corrupt,2,05/03/2009 04:35:53,yellow
8.1266,-53.8555,Soluta,Veniam Ab,Suscipit Esse,Corrupt,1,11/06/2004 18:15:12,blue
35.3531,15.2147,Ullam Offi,Veniam Ab,Aut,Corrupt,3,12/10/2005 20:04:40,green
-18.2422,-47.9998,Aliqua Totam,Sit At,Iure,Corrupt,1,05/03/2009 04:35:53,blue
-10.3365,-24.5359,Voluptatem Ni,Sit At,Aut,Corrupt,2,04/03/2004 07:53:11,orange
18.0771,1.9377,Ullam Offi,Tempora Cumque,Consequ,Corrupt,1,04/03/2004 07:53:11,red
21.3363,-47.2622,Soluta,Nostrud Autem,Nulla Omnis,Corrupt,2,07/03/2004 23:00:45,blue
8.4178,-69.4432,Illum Illo Q,Sit At,Cupidatat,Corrupt,2,11/30/2003 02:49:55,blue
20.8331,-24.5359,Soluta,Voluptas Aliquid Eaque,Corrupti Minus,Corrupt,1,07/01/2009 10:04:06,green
-8.5868,-21.7147,Aliqua Totam,Voluptas Aliquid Eaque,Nulla Ab,Corrupt,2,11/30/2003 02:49:55,yellow
7.7062,-52.8695,Soluta,Saepe Sit,Nulla Omnis,Corrupt,2,11/06/2004 18:15:12,purple
-14.5452,-5.6457,Voluptatem Ni,Non Dolorem Qui,Nihil,Corrupt,2,02/21/2007 00:05:52,orange
-2.4399,-60.7884,Voluptatem Ni,Minus Officia Facere,Aut,Corrupt,3,11/30/2003 02:49:55,purple
-5.0194,0.1472,Aliqua Totam,Tempora Cumque,Dolorem,Corrupt,2,12/10/2005 20:04:40,yellow
-24.631,-36.7185,Aliqua Totam,Tempora Cumque,Suscipit Esse,Corrupt,2,07/01/2009 10:04:06,green
4.2113,-38.1104,Illum Illo Q,Ad Non Rem,Quisqua,Corrupt,3,06/05/2011 15:32:32,purple
14.9103,-61.4956,Aliqua Totam,Perferendis Incidunt Deserunt,Proiden,Corrupt,3,07/01/2009 10:04:06,orange
27.7434,15.2147,Soluta,Tempora Cumque,Proiden,Corrupt,1,06/05/2011 15:32:32,yellow
-25,12.8624,Voluptatem Ni,Nostrud Autem,Tempora,Corrupt,1,11/06/2004 18:15:12,white
-10.0924,-79.0721,Voluptatem Ni,Nostrud Autem,Sint,Corrupt,2,07/03/2004 23:00:45,purple
7.7062,-19.975,Aliqua Totam,Non Dolorem Qui,Qui,Corrupt,2,06/05/2011 15:32:32,white
3.4576,-22.8302,Soluta,Minus Officia Facere,Dicta Vel,Corrupt,2,07/03/2004 23:00:45,blue
-16.0291,-72.7128,Soluta,Saepe Sit,Nulla Omnis,Corrupt,2,11/06/2004 18:15:12,green
-13.8156,-20.22,Aliqua Totam,Nostrud Autem,Sequi,Corrupt,2,04/03/2004 07:53:11,orange
9.2933,-3.5115,Voluptatem Ni,Tempora Cumque,Doloremque Consequat,Corrupt,2,12/10/2005 20:04:40,red
33.3223,12.8624,Ullam Offi,Non Dolorem Qui,Voluptas,Corrupt,2,05/03/2009 04:35:53,white
7.9199,13.9744,Voluptatem Ni,Veniam Ab,Aut,Corrupt,2,04/03/2004 07:53:11,white
30.8761,-70.2099,Voluptatem Ni,Tempora Cumque,Quisqua,Corrupt,2,12/10/2005 20:04:40,blue
16.4778,-60.6279,Voluptatem Ni,Nostrud Autem,Et,Corrupt,1,07/01/2009 10:04:06,red
-14.5452,-36.1478,Soluta,Sit At,Sequi,Corrupt,2,11/30/2003 02:49:55,white
-27.6232,-22.4504,Ullam Offi,Ad Non Rem,Nulla Ab,Corrupt,1,07/01/2009 10:04:06,yellow
2.535,-57.7194,Aliqua Totam,Sit At,Reprehen,Corrupt,1,04/03/2004 07:53:11,black
31.2898,13.3237,Aliqua Totam,Voluptas Aliquid Eaque,Nulla Omnis,Corrupt,2,07/01/2009 10:04:06,grey
17.2921,-20.22,Aliqua Totam,Perferendis Incidunt Deserunt,Corrupti Minus,Corrupt,2,05/03/2009 04:35:53,white
5.9803,-47.9998,Voluptatem Ni,Veniam Ab,Dicta Vel,Corrupt,2,07/03/2004 23:00:45,orange
-12.5503,-13.5761,Voluptatem Ni,Tempora Cumque,Dolorem,Corrupt,1,12/10/2005 20:04:40,blue
-10.0924,-5.6457,Ullam Offi,Tempora Cumque,Et,Corrupt,2,07/03/2004 23:00:45,purple
28.3673,6.0526,Soluta,Tempora Cumque,Similique Laborum,Corrupt,3,10/09/2009 04:06:01,red
-2.7335,-17.2923,Soluta,Perferendis Incidunt Deserunt,Nihil,Corrupt,3,10/09/2009 04:06:01,white
-12.0902,16.1616,Illum Illo Q,Non Dolorem Qui,Aut,Corrupt,1,02/21/2007 00:05:52,blue
8.6827,2.2471,Aliqua Totam,Tempora Cumque,Asperiores,Corrupt,1,07/01/2009 10:04:06,green
-11.0484,-42.6451,Voluptatem Ni,Nostrud Autem,Suscipit Esse,Corrupt,2,05/03/2009 04:35:53,red
-10.3365,15.269,Ullam Offi,Veniam Ab,Voluptas,Corrupt,3,06/05/2011 15:32:32,red
4.2113,4.2147,Soluta,Perferendis Incidunt Deserunt,Dolorem,Corrupt,1,11/30/2003 02:49:55,purple
25.2553,-31.6905,Ullam Offi,Voluptas Aliquid Eaque,Iure,Corrupt,3,11/30/2003 02:49:55,purple
23.9207,-56.7742,Ullam Offi,Tempora Cumque,Asperiores,Corrupt,1,11/06/2004 18:15:12,yellow
34.7535,-72.7128,Illum Illo Q,Nostrud Autem,Nulla Omnis,Corrupt,2,06/05/2011 15:32:32,yellow
-23.2474,-69.4432,Ullam Offi,Voluptas Aliquid Eaque,Tempora,Corrupt,1,05/03/2009 04:35:53,blue
38.1624,-38.1885,Voluptatem Ni,Ad Non Rem,Consequ,Corrupt,2,10/09/2009 04:06:01,orange
5.4509,-3.5115,Ullam Offi,Non Dolorem Qui,Asperiores,Corrupt,2,02/21/2007 00:05:52,white
3.4576,-56.7742,Ullam Offi,Minus Officia Facere,Tempora,Corrupt,1,07/03/2004 23:00:45,purple
-16.4965,16.1616,Illum Illo Q,Veniam Ab,Corrupti Minus,Corrupt,1,07/01/2009 10:04:06,yellow
-6.1281,15.2147,Voluptatem Ni,Voluptas Aliquid Eaque,Doloremque Consequat,Corrupt,2,02/21/2007 00:05:52,orange
30.8761,1.9377,Voluptatem Ni,Tempora Cumque,Doloremque Consequat,Corrupt,1,06/05/2011 15:32:32,orange
22.5115,-79.0721,Soluta,Nostrud Autem,Nulla Ab,Corrupt,2,11/06/2004 18:15:12,yellow
-28.7364,18.0653,Soluta,Ad Non Rem,Qui,Corrupt,3,04/03/2004 07:53:11,purple
-26.0795,-38.2314,Aliqua Totam,Minus Officia Facere,Nihil,Corrupt,2,07/01/2009 10:04:06,orange
-12.5503,-35.6159,Aliqua Totam,Ad Non Rem,Proiden,Corrupt,3,05/03/2009 04:35:53,blue
31.2898,-47.9998,Soluta,Veniam Ab,Tempora,Corrupt,2,07/01/2009 10:04:06,yellow
33.6237,-21.8346,Ullam Offi,Nostrud Autem,Sequi,Corrupt,2,06/05/2011 15:32:32,grey
23.9537,-20.22,Soluta,Perferendis Incidunt Deserunt,Quisquam Proiden,Corrupt,1,02/21/2007 00:05:52,red
-23.4065,-22.8302,Soluta,Sit At,Proiden,Corrupt,3,05/03/2009 04:35:53,red
-3.8187,-42.6451,Soluta,Sit At,Dolorem,Corrupt,2,02/21/2007 00:05:52,purple
19.856,-53.6841,Voluptatem Ni,Ad Non Rem,Cupidatat,Corrupt,3,07/03/2004 23:00:45,purple
33.9079,-4.6371,Ullam Offi,Ad Non Rem,Aut,Corrupt,2,11/30/2003 02:49:55,blue
-3.8475,-16.4551,Voluptatem Ni,Voluptas Aliquid Eaque,Nulla Ab,Corrupt,3,07/01/2009 10:04:06,white
-10.2952,-22.8302,Illum Illo Q,Sit At,Voluptas,Corrupt,3,06/05/2011 15:32:32,white
5.4509,25.2909,Soluta,Veniam Ab,Aut,Corrupt,1,06/05/2011 15:32:32,purple
12.2554,2.2471,Soluta,Nostrud Autem,Asperiores,Corrupt,3,05/03/2009 04:35:53,grey
-3.9644,-74.0056,Voluptatem Ni,Veniam Ab,Sequi,Corrupt,1,05/03/2009 04:35:53,purple
7.7062,-47.2622,Ullam Offi,Nostrud Autem,Nulla Omnis,Corrupt,3,07/03/2004 23:00:45,purple
-18.2631,-71.9129,Soluta,Tempora Cumque,Dicta Vel,Corrupt,2,10/09/2009 04:06:01,red
-22.7419,27.2374,Voluptatem Ni,Nostrud Autem,Voluptas,Corrupt,1,04/03/2004 07:53:11,purple
-3.8187,-72.7128,Aliqua Totam,Non Dolorem Qui,Sint,Corrupt,2,10/09/2009 04:06:01,yellow
9.2933,-21.8346,Aliqua Totam,Voluptas Aliquid Eaque,Tempora,Corrupt,2,11/30/2003 02:49:55,green
-29.7532,-16.1816,Aliqua Totam,Nostrud Autem,Tempora,Corrupt,2,10/09/2009 04:06:01,white
-27.6232,-13.5761,Voluptatem Ni,Nostrud Autem,Tempora,Corrupt,1,07/03/2004 23:00:45,white
23.8965,-22.8302,Illum Illo Q,Tempora Cumque,Dolorem,Corrupt,3,11/30/2003 02:49:55,red
-25.4594,-19.3852,Soluta,Nostrud Autem,Nulla Omnis,Corrupt,2,07/03/2004 23:00:45,white
23.9207,13.9744,Soluta,Minus Officia Facere,Proiden,Corrupt,3,05/03/2009 04:35:53,black
18.2001,16.7911,Ullam Offi,Non Dolorem Qui,Consequ,Corrupt,2,07/03/2004 23:00:45,black
-22.7419,-65.4738,Ullam Offi,Non Dolorem Qui,Nulla Ab,Corrupt,3,04/03/2004 07:53:11,yellow
-8.524,13.3237,Soluta,Voluptas Aliquid Eaque,Quisquam Proiden,Corrupt,2,02/21/2007 00:05:52,green
37.0659,-53.6841,Aliqua Totam,Tempora Cumque,Nulla Omnis,Corrupt,2,07/03/2004 23:00:45,purple
-25.4594,-65.4738,Ullam Offi,Non Dolorem Qui,Tempora,Corrupt,3,07/03/2004 23:00:45,black
-7.5187,-58.233,Voluptatem Ni,Minus Officia Facere,Nulla Omnis,Corrupt,2,12/10/2005 20:04:40,blue
-6.3872,-72.7128,Soluta,Nostrud Autem,Quisquam Proiden,Corrupt,1,07/01/2009 10:04:06,red
38.1624,-13.5761,Ullam Offi,Sit At,Qui,Corrupt,2,07/01/2009 10:04:06,white
-14.5452,-52.8695,Soluta,Sit At,Et,Corrupt,2,06/05/2011 15:32:32,grey
33.9079,-42.46,Ullam Offi,Non Dolorem Qui,Qui,Corrupt,3,06/05/2011 15:32:32,orange
35.0563,-47.2622,Voluptatem Ni,Minus Officia Facere,Corrupti Minus,Corrupt,1,10/09/2009 04:06:01,green
27.1105,-70.2099,Soluta,Nostrud Autem,Doloremque Consequat,Corrupt,2,10/09/2009 04:06:01,purple
-20.729,-17.2923,Illum Illo Q,Saepe Sit,Nulla Omnis,Corrupt,2,02/21/2007 00:05:52,grey
-23.4065,10.1679,Aliqua Totam,Sit At,Voluptas,Corrupt,3,04/03/2004 07:53:11,grey
-25.4594,-22.8302,Ullam Offi,Nostrud Autem,Dicta Vel,Corrupt,1,07/01/2009 10:04:06,purple
23.2942,-47.2622,Ullam Offi,Perferendis Incidunt Deserunt,Consequ,Corrupt,1,07/03/2004 23:00:45,blue
32.8015,-21.8346,Aliqua Totam,Nostrud Autem,Et,Corrupt,2,10/09/2009 04:06:01,black
-16.4965,-31.6905,Illum Illo Q,Veniam Ab,Sint,Corrupt,1,06/05/2011 15:32:32,orange
20.8331,-36.2238,Ullam Offi,Tempora Cumque,Quisquam Proiden,Corrupt,2,07/03/2004 23:00:45,white
-18.2422,-43.0884,Voluptatem Ni,Tempora Cumque,Cupidatat,Corrupt,3,02/21/2007 00:05:52,purple
-3.8187,-4.6371,Ullam Offi,Nostrud Autem,Iure,Corrupt,3,07/03/2004 23:00:45,red
28.7056,-65.4738,Ullam Offi,Non Dolorem Qui,Asperiores,Corrupt,2,04/03/2004 07:53:11,white
23.9207,-52.8695,Voluptatem Ni,Perferendis Incidunt Deserunt,Asperiores,Corrupt,2,11/30/2003 02:49:55,purple
-8.5868,-19.975,Illum Illo Q,Sit At,Suscipit Esse,Corrupt,1,11/06/2004 18:15:12,white
-10.0924,-22.8302,Aliqua Totam,Sit At,Iure,Corrupt,3,07/03/2004 23:00:45,blue
38.1624,-36.1478,Illum Illo Q,Sit At,Tempora,Corrupt,1,06/05/2011 15:32:32,orange
-12.0902,11.8701,Soluta,Veniam Ab,Similique Laborum,Corrupt,1,10/09/2009 04:06:01,blue
-5.0194,2.2471,Aliqua Totam,Minus Officia Facere,Doloremque Consequat,Corrupt,3,06/05/2011 15:32:32,black
6.3545,9.3423,Illum Illo Q,Ad Non Rem,Similique Laborum,Corrupt,2,05/03/2009 04:35:53,blue
-14.5452,-35.6159,Voluptatem Ni,Non Dolorem Qui,Qui,Corrupt,2,11/30/2003 02:49:55,yellow
-5.0194,-3.5115,Voluptatem Ni,Sit At,Doloremque Consequat,Corrupt,2,10/09/2009 04:06:01,orange
20.8331,-48.2087,Ullam Offi,Tempora Cumque,Nihil,Corrupt,1,10/09/2009 04:06:01,orange
17.9826,-61.4956,Voluptatem Ni,Saepe Sit,Aut,Corrupt,2,05/03/2009 04:35:53,blue
-2.234,-19.975,Soluta,Non Dolorem Qui,Voluptas,Corrupt,2,10/09/2009 04:06:01,red
35.0563,-24.5359,Voluptatem Ni,Sit At,Nulla Ab,Corrupt,2,07/01/2009 10:04:06,green
8.1128,11.8701,Aliqua Totam,Non Dolorem Qui,Iure,Corrupt,3,02/21/2007 00:05:52,purple
7.7062,12.9524,Voluptatem Ni,Saepe Sit,Tempora,Corrupt,2,05/03/2009 04:35:53,orange
-27.6232,-3.5115,Aliqua Totam,Sit At,Reprehen,Corrupt,3,04/03/2004 07:53:11,purple
25.2553,20.4572,Illum Illo Q,Veniam Ab,Dolorem,Corrupt,3,06/05/2011 15:32:32,orange
-3.9644,-71.9129,Aliqua Totam,Nostrud Autem,Quisqua,Corrupt,2,07/01/2009 10:04:06,grey
-7.5187,-10.3848,Ullam Offi,Non Dolorem Qui,Consequ,Corrupt,2,04/03/2004 07:53:11,grey
29.361,22.3778,Voluptatem Ni,Saepe Sit,Aut,Corrupt,2,05/03/2009 04:35:53,orange
-18.2631,10.3245,Soluta,Minus Officia Facere,Quisquam Proiden,Corrupt,3,12/10/2005 20:04:40,purple
18.0771,-57.7194,Soluta,Perferendis Incidunt Deserunt,Cupidatat,Corrupt,2,04/03/2004 07:53:11,yellow
-6.1281,13.3237,Soluta,Voluptas Aliquid Eaque,Nulla Omnis,Corrupt,2,04/03/2004 07:53:11,green
-6.0266,-47.2622,Aliqua Totam,Nostrud Autem,Qui,Corrupt,3,06/05/2011 15:32:32,white
19.856,17.4246,Soluta,Veniam Ab,Doloremque Consequat,Corrupt,3,04/03/2004 07:53:11,green
32.8015,-79.0721,Voluptatem Ni,Tempora Cumque,Dolorem,Corrupt,2,04/03/2004 07:53:11,blue
0.0453,13.9744,Voluptatem Ni,Sit At,Nulla Omnis,Corrupt,2,06/05/2011 15:32:32,blue
25.2553,20.4572,Ullam Offi,Nostrud Autem,Nulla Ab,Corrupt,2,10/09/2009 04:06:01,blue
31.6711,-43.0884,Soluta,Sit At,Suscipit Esse,Corrupt,2,07/03/2004 23:00:45,yellow
-6.1281,-53.8555,Soluta,Non Dolorem Qui,Quisquam Proiden,Corrupt,2,05/03/2009 04:35:53,yellow
28.7056,-17.2923,Soluta,Nostrud Autem,Sequi,Corrupt,2,04/03/2004 07:53:11,white
5.0695,-69.4432,Soluta,Perferendis Incidunt Deserunt,Dolorem,Corrupt,1,07/03/2004 23:00:45,green
-13.3219,-16.4551,Ullam Offi,Non Dolorem Qui,Proiden,Corrupt,1,06/05/2011 15:32:32,red
16.7832,-29.8229,Aliqua Totam,Voluptas Aliquid Eaque,Tempora,Corrupt,2,07/01/2009 10:04:06,red
-25.4594,-30.6557,Voluptatem Ni,Nostrud Autem,Cupidatat,Corrupt,1,02/21/2007 00:05:52,grey
-23.4065,-29.8229,Aliqua Totam,Veniam Ab,Sint,Corrupt,3,05/03/2009 04:35:53,orange
38.1624,-59.7271,Aliqua Totam,Sit At,Qui,Corrupt,2,04/03/2004 07:53:11,purple
-11.9849,-53.8555,Illum Illo Q,Minus Officia Facere,Iure,Corrupt,2,02/21/2007 00:05:52,green
-9.9126,-42.46,Voluptatem Ni,Nostrud Autem,Et,Corrupt,2,10/09/2009 04:06:01,black
6.3545,-22.4504,Aliqua Totam,Ad Non Rem,Reprehen,Corrupt,2,04/03/2004 07:53:11,blue
-16.4965,-38.2314,Ullam Offi,Voluptas Aliquid Eaque,Tempora,Corrupt,1,06/05/2011 15:32:32,green
5.535,-38.1885,Voluptatem Ni,Voluptas Aliquid Eaque,Dicta Vel,Corrupt,1,05/03/2009 04:35:53,purple
9.4421,-65.4738,Illum Illo Q,Tempora Cumque,Aut,Corrupt,2,06/05/2011 15:32:32,orange
35.2104,-47.6564,Voluptatem Ni,Non Dolorem Qui,Accusa,Corrupt,1,06/05/2011 15:32:32,blue
9.9701,16.566,Ullam Offi,Tempora Cumque,Sint,Corrupt,1,11/30/2003 02:49:55,green
-4.3798,-24.5359,Voluptatem Ni,Saepe Sit,Asperiores,Corrupt,3,10/09/2009 04:06:01,blue
